Name,CAS,Product Name,Tel,Email,Website_URL,Source_URL,Stock_Weight,Price,Last_Updated,Verified_On,Remarks
"Henan Xiangduo Industry Co., Ltd.","[' 622-24-2', ' 100-52-7', ' 79-09-4', ' 598-22-1', ' 98-85-1', ' 93-92-5']","[' Natural Benzaldehyde', ' PROPIONYL BROMIDE', ' (2-Chloroethyl)benzene', ' Propionic Acid', ' Natura Styralyl acetate', ' DL-1-Phenethylalcohol']","['+8615981848961    18638673268', '+8613349917800   ', '+8618072846723   ']","[' sales@xiangduochem.com', ' caigou1@witofly.com', ' 3629602341@qq.com']",['http://www.xiangduochem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-85-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=1#J_Condition']","[nan, '200l']","[nan, 'Inquiry']","[nan, 'Sep10,2023']",['2022-11-25'],"['Purity: 99% | Package: 25L,200L,1000L/drum', 'Purity: 98% HPLC | Package: 25kg', 'Purity: 99% | Package: 1kg;25kg;200kg']"
Henan Yingtian Biotechnology Co. LTD,"[' 1009-14-9', ' 598-21-0']","[' Bromoacetyl bromide', ' Valerophenone']","['   021-5859266218916095046', '+8618339993703   ']","[' 570581550@qq.com', ' klhg@vip.163.com']",['https://www.chemicalbook.com/ShowSupplierProductsList1336599/0_EN.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=6#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% HPLC | Package: 1kg;25kg']"
"Henan Zhuofan Chemical Co. , Ltd.","[' 110-63-4', ' 122-78-1', ' 98-86-2']","[' Phenylacetaldehyde', ' 1,4-butanediol', ' Acetophenone']","['+8615638881523   ', '   +86 512 57397008']","[nan, ' 68825546@qq.com']","[nan, 'https://www.chemicalbook.com/supplier/25270903/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 98% | Package: 250mg;500mg;1g;5g;10g;25mg;50g;100g;500g;1kg']"
Henan beyond Trading Ltd.,[' 110-63-4'],"[' 1,4-Butanediol']",['   021-61076907'],[' CEO@superiority.com.cn'],['https://www.chemicalbook.com/ShowSupplierProductsList9510/0.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Henan qinpeng technology co., ltd",[' 110-63-4'],"[' 1,4-Butanediol']",['18839185240   '],[' 2148319152@qq.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=12#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 98%']
"Henan xiangduo industry co., ltd","[' 100-52-7', ' 79-09-4', ' 98-85-1', ' 60-12-8', ' 93-92-5']","[' Natural Benzaldehyde', ' Natural Propionic Acid', ' Styralyl Acetate', ' DL-1-Phenethylalcohol', ' Phenethyl alcohol']","['15981848961   ', '   86-531-55516881']","[' sales@xiangduochem.com', ' sales@arbiotechem.com']","[nan, 'https://www.chemicalbook.com/ShowSupplierProductsList712450/0.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-85-1&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 0.99 | Package: 25L,200L,1000L/桶']"
Henan yingchuang,"[' 98-86-2', ' 451-40-1', ' 495-40-9', ' 103-63-9', ' 611-19-8', ' 110-63-4']","[' Acetophenone', ' 1,2-Diphenylethan-1-one', ' 1,4-Butanediol', ' β-BroMoethyl-benzene', ' Butyrophenone', ' 2-Chlorobenzylchloride']","['   +86-571-12345678', '+8616650708709    0370-3678455']","[' info@gyzchem.com', ' hnyingchuang@163.com']","['http://www.hnyingchuang.com/', nan, 'https://www.chemicalbook.com/supplier/24285782/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=15#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 99% | Package: 25G;100G;500G;1KG;5KG;25KG;100KG', nan]"
"Henan's chemical products co., LTD","[' 1445-73-4', ' 123-62-6', ' 62-53-3']","[' 1-Methyl-4-piperidone', ' Propionic anhydride', ' Aniline']",['15378766539    0371-0371-60919097'],[' 794449696@qq.com'],['http://www.psaichem.cn/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],['Package: 5g 10g 25g 50g 100g 500g 1kg']
Hengdian Group,[' 98-86-2'],[' Acetophenone'],['   86-571-87635621'],[' joe.yang@hengdian-group.com'],['http://www.hengdian-group.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=5#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Hengdian Group . / Zhejiang Hengdian Imp. & Exp. Co., Ltd.","[' 100-52-7', ' 98-86-2']","[' Acetophenone', ' Benzaldehyde']",['   0571-87632700'],[' info@hengdian-group.com'],['http://www.hengdian-ie.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Hengye Co., Ltd",[' 110-63-4'],"[' 1,4-Butanediol']",['   025-57050535'],[' zjqchem@hotmail.com'],['http://www.zjqchem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=7#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Hepharma Biology And Technology CO.,LTD.","[' 98-86-2', ' 451-40-1', ' 591-31-1', ' 611-19-8', ' 877-37-2', ' 5337-93-9', ' 1009-14-9']","[' 2-bromo-4-chloropropiophenone', ' Acetophenone', ' 4-Methylpropiophenone', ' 1-Chloro-2-(chloromethyl)benzene', ' Valerophenone', ' 2-Phenylacetophenone', ' 3-Methoxybenzaldehyde']","['+8613540204019    028-60911900', '+8618726307739    86-18726307739', '+8618051886391    021-54370211', '+8618986168071   ']","[' lucy@afbiochem.com', ' 3007215920@qq.com', ' 18986168071@163.com', ' waimaobu@hepharma.cn']","[nan, 'https://www.chemicalbook.com/ShowSupplierProductsList1844848/0.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=14#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 98+ | Package: 1kg.25kg', 'Purity: 98%；99% | Package: 按要求包装', 'Purity: 99% HPLC | Package: 25KG;5KG;1KG', 'Purity: 99% | Package: 1KG；5KG；25KG']"
"Heynova (Shanghai) New Material Technology CO., Ltd",[' 3612-20-2'],[' N-Benzyl-4-piperidone'],['+8613613820652    +86-371-86557731'],[' info@fdachem.com'],['http://www.heynovachem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=1#J_Condition'],[nan],[nan],[nan],['2023-05-09'],['Purity: 99% | Package: 1KG;100USD|1000KG;1USD']
"Heze Bona Medical Technology Co., LTD",[' 1155-56-2'],[' 4-Anilino-1-benzylpiperidine'],['+8619950309693   '],[' diane@biosynce.com'],['https://www.chemicalbook.com/ShowSupplierProductsList1483029/0_EN.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1155-56-2&a=China&left=True&page=1#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 0.95_) | Package: 50G;100G;500G | CustNote: Chemically Pure']
"Hibisch (Shanghai) trading co., LTD","[' 1009-14-9', ' 495-40-9', ' 5337-93-9']","[' Valerophenone', "" 4'-Methylpropiophenone"", ' Butyrophenone']","['+8618551496367    0513-66017706', '+8618205232085    0517-0517-83187139', '+8618596073690    0531-0531-88723173']","[' cai@jiamu-bio.com', ' 1047208234@qq.com', ' 2186883463@qq.com']","[nan, 'https://www.chemicalbook.com/ShowSupplierProductsList609915/0.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=12#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 99% HPLC | Package: 5KG;1KG', 'Purity: 95%+ HPLC | Package: 20mg;50mg;100mg | CustNote: LFQ', 'Purity: 99% | Package: 1KG；10KG；100KG；1000KG']"
"HighchemShanghai International Trading Co., Ltd.","[' 140-88-5', ' 96-33-3']","[' Ethyl acrylate', ' Methyl acrylate']",['   +86 (21) 5093-6668'],[' support@highchem.com.cn'],['http://www.highchem.com.cn/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],[nan]
Honest Joy Holdings Limited,[' 100-46-9'],[' Benzylamine'],['+8613717124449    0755-36694831'],[' sale@feiyang.com.cn'],['http://www.dimethyl-maleicanhydride.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition'],['200kg'],['1.00'],"['Jan15,2024']",['2021-02-02'],['Purity: .995']
"Hong Kong Excellence Biotechnology Co., Ltd.","[' 451-40-1', ' 2785346-75-8', ' 103-63-9', ' 1369021-80-6', ' 110-63-4', ' 3612-20-2', ' 2732926-24-6', ' 14680-51-4', ' 28578-16-7', ' 288573-56-8', ' 37161-74-3', ' 5337-93-9', ' 49851-31-2']","[' PMK ethyl glycidate PMK Powder PMK Oil', ' (2-Bromoethyl)benzene', ' 1,4-Butanediol', ' methyl 3-phenyloxirane-2-carboxylate', ' N-Desethyl Isotonitazene', ' 2-bromo-1-phenylpentan-1-one', ' Metonitazene', ' Desoxybenzoine', ' ETONITAZEPYNE', ' N-benzyl-4-piperidone', ' 1,3-Benzodioxole-5-acetic acid, α-acetyl-, methyl ester', ' 1-BOC-4-(4-FLUORO-PHENYLAMINO)-PIPERIDINE', "" 4'-Methylpropiophenone""]","['+8617756083858   ', '+8615058188853    400-1107768', '+86    0519-+86-0519-88299272', '+8613545065237   ', '+86+8618071517867   ', '+8618126314766    86-18838029171', '+8615255079626   ']","[' daisy@anhuiruihan.com', ' info@lihepharma.com', ' info@edengenechem.com', ' admin@whrchem.com', ' 478133536@qq.com', ' eric@witopchemical.com', ' ada@sh-teruiop.com']","['https://www.chemicalbook.com/ShowSupplierProductsList1274886/0_EN.htm', 'https://www.chemicalbook.com/ShowSupplierProductsList1274886/0.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1369021-80-6&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=288573-56-8&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=2732926-24-6&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=14680-51-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=2785346-75-8&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=28578-16-7&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=37161-74-3&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=49851-31-2&a=China&left=True&page=2#J_Condition']","[nan, '20kg']","[nan, '70.00']","[nan, 'Nov17,2023']","[nan, '2021-11-08']","[nan, 'Purity: 99% | Package: 1kg;30USD', 'Purity: >99%|Package: 1kg;100.00;USD|50kg;60.00;USD', 'Purity: 99%|Package: 1kg;0.00;USD', 'Purity: >99.8%|Package: 1L;50.00;USD', 'Purity: 99.80% | Package: 1kg;10KG;25KG', 'Purity: 99% | Package: 1g;10g', 'Purity: 99.80% | Package: 1kg;10kg;25kg', 'Purity: 0.99 | Package: 1kg;5kg;25kg', 'Purity: 99.9% | Package: 1KG;30USD']"
"Hotechem Shanghai Co., Ltd.,",[' 598-31-2'],[' BROMOACETONE'],['+8613120882795    021-021-34621078'],[' 465106944@qq.com'],['http://www.hotechem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-31-2&a=China&left=True&page=2#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Hu Bei Jiutian Bio-medical Technology CO.,Ltd","[' 98-86-2', ' 41661-47-6', ' 103-63-9', ' 123-39-7', ' 611-19-8', ' 5337-93-9', ' 56553-60-7', ' 1009-14-9']","[' Acetophenone', ' Sodium triacetoxyborohydride', ' 2-Chlorobenzyl chloride', ' Piperidin-4-onehydrochloride', ' Oxiracetam 62613-82-5', ' Valerophenone', ' EDTA ferric sodium salt 15708-41-5', "" 4'-Methylpropiophenone""]","['   027-88013699', '18019463053    021-021-60455363', '+8618339805032   ', '+8618068519287   ']","[' sales@xuanmingchem.com', ' sales@coolpharm.com', ' Ryan@jiutian-bio.com', ' alfa4@alfachem.cn']",['http://www.jiutian-bio.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=41661-47-6&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],['2022-11-29'],"['Purity: 0.99 | Package: 25kg,50kg,180kg,200kg,250kg,1000kg,as your needs | CustNote: as your needs', 'Purity: 0.985 | Package: Grams;Kgs;200Kg/plastic bucket', 'Purity: 97% Min. | Package: 5g; 25g; 100g; 500g; 1kg; 25kg', 'Purity: 95.0% | Package: 1g']"
"Hu' nan Yunbang Pharmaceutical Co., Ltd.","[' 60-12-8', ' 131543-23-2']","[' WIN 55,212-2 MESYLATE', ' Phenethyl alcohol']","['+8618892239720    010-60605840', '13006597328    0531-58668199']","[' psaitong@jm-bio.com', ' fxngy51@163.com']",['http://www.yunbangapi.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=131543-23-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=7#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 98%(HPLC) | Package: 5MG;25MG;100MG']"
"Huadong Medicine (Xi'an)Bodyguard Pharmaceutical Co.,Ltd.","[' 1445-73-4', ' 3612-20-2']","[' N-Benzyl-4-piperidone', ' N-Methyl-4-Piperidone']","['+8618126314766    86-18838029171', '+8618629664246    029-86185165']","[' ada@sh-teruiop.com', ' guoyuan@eastchinapharm.com']",['https://www.chemicalbook.com/ShowSupplierProductsList37438/0.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 99.80% | Package: 1kg;10KG;25KG', 'Purity: 0.95 | Package: 5G;10G;25G;50G;100G;250G;500G;1KG;10KG;']"
"Huai Hua Binfengchem Co., Ltd",[' 1009-14-9'],[' Valerophenone'],['+8618662931292    021-80159919'],[' 3404730042@qq.com'],['http://www.bingfengchem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=9#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 99% | Package: 25kg/桶']
"Huaian Double Win Chemical Industry Co., Ltd.","[' 598-22-1', ' 598-21-0']","[' Bromoacetyl bromide', ' Propionyl bromide']","['   536-5332378', '   0517-85888819 89368050 18936511159']","[' xiahaijun88@hotmail.com', ' sophia@kaihongchem.com']",['https://www.chemicalbook.com/ShowSupplierProductsList15725/0_EN.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Huaian Hongyang Chemical Co., Ltd",[' 100-52-7'],[' Benzaldehyde'],['   0517-87267828'],[' sales@hongyangchemical.com'],['http://www.hongyangchemical.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=8#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Huaian Jiamu Biotechnology Co., Ltd.","[' 591-31-1', ' 1445-73-4', ' 3612-20-2', ' 877-37-2', ' 56553-60-7', ' 5337-93-9']","[' 2-bromo-4-chloropropiophenone', ' N-Benzyl-4-piperidone;1-BENZYL-4-PIPERIDINONE FOR SYNTHESIS;[(4-Oxopiperidin-1-yl)methyl]benzene, 1-Benzyl-4-oxopiperidine;N- benzylpiperidineketone;', ' Sodium triacetoxyborohydride', ' 1-Methyl-4-piperidone', "" 4'-Methylpropiophenone"", ' 3-Methoxybenzaldehyde']","['   0571-85095566 18969113688', '13382952762    0518-85772786', '+8618205232085    0517-0517-83187139', '+8618917565227    021-54326183']","[' 1462699602@qq.com', ' sales@nwchemical.com', ' cai@jiamu-bio.com', ' inspo@inspochem.com']","[nan, 'http://www.jiamu-bio.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=15#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% | Package: 1KG；5KG；100KG；1000KG', 'Purity: 99% | Package: 25KG', 'Purity: 99% | Package: 1KG;25KG;50KG']"
"Huaian Liebang Kangtai Chemical Co., Ltd","[' 598-22-1', ' 598-21-0', ' 60-12-8']","[' Bromoacetyl bromide', ' Phenethyl alcohol', ' Propionyl bromide']","['   +86-576-85993420', '13801407627    0517-85934910', '   0571-86821378 86820258']","[' sales@xinghuachemical.com', ' sales@lbktchem.com', ' sales@utanpharma.com']",['http://www.lbktchem.cn/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=14#J_Condition']",[nan],[nan],[nan],[nan],[nan]
